;Пробег;Модель;Цена;Год;Коробка передач;Кузов;Привод;Цвет;Двигатель
232;92 662 км;Renault Logan II;525 000 ₽;2016;механика;седан;передний;чёрный;1.6 л/82л.с./Бензин
233;214 000 км;Renault Logan I;155 000 ₽;2006;механика;седан;передний;серый;1.4 л/75л.с./Бензин
234;116 500 км;Renault Logan I;190 000 ₽;2008;механика;седан;передний;синий;1.4 л/75л.с./Бензин
235;150 000 км;Renault Logan I Рестайлинг;350 000 ₽;2014;механика;седан;передний;белый;1.6 л/84л.с./Бензин
236;104 561 км;Renault Logan II;425 000 ₽;2017;механика;седан;передний;серебристый;1.6 л/82л.с./Бензин
237;298 000 км;Renault Logan I Рестайлинг;170 000 ₽;2010;механика;седан;передний;серый;1.4 л/75л.с./Бензин
238;7 874 км;Renault Logan II;430 000 ₽;2015;механика;седан;передний;белый;1.6 л/82л.с./Бензин
239;148 000 км;Renault Logan I;245 000 ₽;2008;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
240;3 000 км;Renault Logan II Рестайлинг Stepway;780 000 ₽;2020;механика;седан;передний;белый;1.6 л/82л.с./Бензин
241;150 000 км;Renault Logan I Рестайлинг;300 000 ₽;2012;механика;седан;передний;коричневый;1.6 л/84л.с./Бензин
242;8 046 км;Renault Logan II Рестайлинг;820 000 ₽;2020;механика;седан;передний;красный;1.6 л/82л.с./Бензин
243;57 431 км;Renault Logan II;527 000 ₽;2014;механика;седан;передний;пурпурный;1.6 л/82л.с./Бензин
244;74 541 км;Renault Logan II;537 000 ₽;2014;механика;седан;передний;серый;1.6 л/102л.с./Бензин
245;130 000 км;Renault Logan II Рестайлинг;430 000 ₽;2018;механика;седан;передний;белый;1.6 л/82л.с./Бензин
246;79 400 км;Renault Logan II;400 000 ₽;2013;механика;седан;передний;серебристый;1.6 л/82л.с./Бензин
247;205 000 км;Renault Logan I Рестайлинг;300 000 ₽;2012;механика;седан;передний;бежевый;1.6 л/84л.с./Бензин
248;340 913 км;Renault Logan I;209 990 ₽;2008;механика;седан;передний;серый;1.6 л/87л.с./Бензин
249;270 000 км;Renault Logan I;190 000 ₽;2006;механика;седан;передний;зелёный;1.6 л/87л.с./Бензин
250;57 563 км;Renault Logan II;595 000 ₽;2018;автомат;седан;передний;белый;1.6 л/102л.с./Бензин
251;47 000 км;Renault Logan II;700 000 ₽;2018;механика;седан;передний;синий;1.6 л/113л.с./Бензин
252;250 423 км;Renault Logan I;180 000 ₽;2007;механика;седан;передний;серый;1.4 л/75л.с./Бензин
253;144 441 км;Renault Logan II;430 000 ₽;2014;механика;седан;передний;белый;1.6 л/82л.с./Бензин
254;141 420 км;Renault Logan I;247 000 ₽;2007;механика;седан;передний;серый;1.6 л/87л.с./Бензин
255;117 000 км;Renault Logan II;400 000 ₽;2018;механика;седан;передний;белый;1.6 л/82л.с./Бензин
256;119 060 км;Renault Logan I Рестайлинг;400 000 ₽;2012;механика;седан;передний;белый;1.4 л/75л.с./Бензин
257;Новый;Renault Logan II Рестайлинг;от 766 800 ₽;2021;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
258;119 200 км;Renault Logan I Рестайлинг;539 000 ₽;2014;механика;седан;передний;красный;1.6 л/102л.с./Бензин
259;38 000 км;Renault Logan I;350 000 ₽;2007;механика;седан;передний;синий;1.4 л/75л.с./Бензин
260;181 000 км;Renault Logan I;210 000 ₽;2006;механика;седан;передний;серый;1.4 л/75л.с./Бензин
261;189 499 км;Renault Logan I Рестайлинг;350 000 ₽;2010;механика;седан;передний;бежевый;1.6 л/84л.с./Бензин
262;98 834 км;Renault Logan I Рестайлинг;365 000 ₽;2012;механика;седан;передний;серый;1.6 л/84л.с./Бензин
263;340 000 км;Renault Logan I;180 000 ₽;2006;механика;седан;передний;серый;1.6 л/87л.с./Бензин
264;16 302 км;Renault Logan II Рестайлинг Stepway;790 000 ₽;2019;механика;седан;передний;красный;1.6 л/113л.с./Бензин
265;130 000 км;Renault Logan II;475 000 ₽;2014;механика;седан;передний;белый;1.6 л/82л.с./Бензин
266;Новый;Renault Logan II Рестайлинг Stepway;от 900 000 ₽;2020;вариатор;седан;передний;Stepway Life City;1.6 л/113л.с./Бензин
267;Новый;Renault Logan II Рестайлинг;от 773 000 ₽;2020;механика;седан;передний;Life;1.6 л/82л.с./Бензин
268;155 000 км;Renault Logan I;249 000 ₽;2008;механика;седан;передний;серый;1.4 л/75л.с./Бензин
269;165 000 км;Renault Logan I;185 000 ₽;2005;механика;седан;передний;синий;1.4 л/75л.с./Бензин
270;120 000 км;Renault Logan I Рестайлинг;369 000 ₽;2013;механика;седан;передний;бежевый;1.4 л/75л.с./Бензин
271;182 000 км;Renault Logan II;380 000 ₽;2017;механика;седан;передний;белый;1.6 л/82л.с./Бензин
272;90 000 км;Renault Logan II;595 000 ₽;2014;механика;седан;передний;серебристый;1.6 л/102л.с./Бензин
273;10 010 км;Renault Logan I Рестайлинг;350 000 ₽;2013;механика;седан;передний;синий;1.4 л/75л.с./Бензин
274;138 500 км;Renault Logan I Рестайлинг;190 000 ₽;2012;механика;седан;передний;белый;1.4 л/75л.с./Бензин
275;107 000 км;Renault Logan I Рестайлинг;309 000 ₽;2012;механика;седан;передний;бежевый;1.6 л/84л.с./Бензин
276;100 500 км;Renault Logan II;530 000 ₽;2017;механика;седан;передний;белый;1.6 л/82л.с./Бензин
277;Новый;Renault Logan II Рестайлинг Stepway;853 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
278;50 873 км;Renault Logan II;595 000 ₽;2016;механика;седан;передний;чёрный;1.6 л/82л.с./Бензин
279;163 000 км;Renault Logan I;210 000 ₽;2007;механика;седан;передний;серый;1.4 л/75л.с./Бензин
280;92 000 км;Renault Logan I;289 000 ₽;2009;механика;седан;передний;красный;1.6 л/87л.с./Бензин
281;45 000 км;Renault Logan II Рестайлинг;630 000 ₽;2018;механика;седан;передний;белый;1.6 л/82л.с./Бензин
282;Новый;Renault Logan II Рестайлинг Stepway;940 000 ₽;2021;механика;седан;передний;Stepway Drive;1.6 л/113л.с./Бензин
283;250 452 км;Renault Logan I Рестайлинг;240 000 ₽;2012;механика;седан;передний;белый;1.4 л/75л.с./Бензин
284;Новый;Renault Logan II Рестайлинг;от 618 325 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
285;Новый;Renault Logan II Рестайлинг Stepway;от 657 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
286;Новый;Renault Logan II Рестайлинг;от 642 200 ₽;2021;механика;седан;передний;Life;1.6 л/113л.с./Бензин
287;Новый;Renault Logan II Рестайлинг Stepway;от 627 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
288;Новый;Renault Logan II Рестайлинг;от 642 200 ₽;2021;механика;седан;передний;Life;1.6 л/113л.с./Бензин
289;42 000 км;Renault Logan II;760 000 ₽;2018;автомат;седан;передний;белый;1.6 л/102л.с./Бензин
290;155 000 км;Renault Logan I Рестайлинг;250 000 ₽;2013;механика;седан;передний;белый;1.4 л/75л.с./Бензин
291;Новый;Renault Logan II Рестайлинг;от 619 325 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
292;Новый;Renault Logan II Рестайлинг Stepway;от 657 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
293;Новый;Renault Logan II Рестайлинг Stepway;от 647 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
294;Новый;Renault Logan II Рестайлинг;от 613 200 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
295;6 км;Renault Logan II Рестайлинг;795 000 ₽;2020;механика;седан;передний;белый;1.6 л/82л.с./Бензин
296;128 000 км;Renault Logan I Рестайлинг;375 000 ₽;2013;механика;седан;передний;серый;1.4 л/75л.с./Бензин
297;130 000 км;Renault Logan II;320 000 ₽;2015;механика;седан;передний;белый;1.6 л/82л.с./Бензин
298;160 000 км;Renault Logan I;219 000 ₽;2007;механика;седан;передний;серебристый;1.4 л/75л.с./Бензин
299;180 231 км;Renault Logan I;230 000 ₽;2006;механика;седан;передний;белый;1.4 л/75л.с./Бензин
300;118 000 км;Renault Logan I Рестайлинг;250 000 ₽;2013;механика;седан;передний;белый;1.6 л/84л.с./Бензин
301;23 500 км;Renault Logan II;599 000 ₽;2017;механика;седан;передний;серебристый;1.6 л/82л.с./Бензин
302;195 000 км;Renault Logan I Рестайлинг;435 000 ₽;2014;механика;седан;передний;серебристый;1.6 л/84л.с./Бензин
